src_pt,src_cat,src_sc,count,status,ent_pt_2,ent_cat_2,ent_sc_2,notes,combined,ent_pt_2_pred,ent_cat_2_pred,ent_sc_2_pred
costume ideas,dinosaur costumes,,277,,,,,,costume ideas dinosaur costumes ,Home,Decor,-
costume ideas,disco costumes,,288,,,,,,costume ideas disco costumes ,Home,Decor,-
costume ideas,disney costumes,,1900,,,,,,costume ideas disney costumes ,Home,Decor,-
costume ideas,flapper costumes,,301,,,,,,costume ideas flapper costumes ,Home,Decor,-
costume ideas,food costumes,,806,,,,,,costume ideas food costumes ,Home,Pretend Play,Play Food
costume ideas,fortnite costumes,,113,,,,,,costume ideas fortnite costumes ,Home,Decor,-
costume ideas,frozen costumes,,74,,,,,,costume ideas frozen costumes ,Home,Decor,-
costume ideas,funny costumes,,1927,,,,,,costume ideas funny costumes ,Home,Decor,-
costume ideas,game of thrones costumes,,98,,,,,,costume ideas game of thrones costumes ,Home,Decor,-
costume ideas,harry potter costumes,,374,,,,,,costume ideas harry potter costumes ,Home,Decor,-
costume ideas,historical costumes,,1653,,,,,,costume ideas historical costumes ,Home,Decor,-
costume ideas,inflatable costumes,,338,,,,,,costume ideas inflatable costumes ,Home,Decor,-
costume ideas,inside out costumes,,29,,,,,,costume ideas inside out costumes ,Home,Decor,-
costume ideas,kung fu panda costumes,,22,,,,,,costume ideas kung fu panda costumes ,Home,Decor,-
costume ideas,little red riding hood costumes,,225,,,,,,costume ideas little red riding hood costumes ,Home,Decor,-
costume ideas,michael myers costumes,,69,,,,,,costume ideas michael myers costumes ,Home,Decor,-
costume ideas,minecraft costumes,,72,,,,,,costume ideas minecraft costumes ,Home,Decor,-
costume ideas,minions costumes,,39,,,,,,costume ideas minions costumes ,Home,Decor,-
costume ideas,new 2024 costumes,,1789,,,,,,costume ideas new 2024 costumes ,Home,Decor,-
costume ideas,pet costumes,,381,,,,,,costume ideas pet costumes ,Home,Decor,-
costume ideas,pirate costumes,,566,,,,,,costume ideas pirate costumes ,Home,Decor,-
costume ideas,pj masks costumes,,34,,,,,,costume ideas pj masks costumes ,Home,Decor,-
costume ideas,pokémon costumes,,120,,,,,,costume ideas pokémon costumes ,Home,Decor,-
costume ideas,power rangers costumes,,74,,,,,,costume ideas power rangers costumes ,Home,Decor,-
costume ideas,religion costumes,,544,,,,,,costume ideas religion costumes ,Home,Decor,-
costume ideas,roman  greek costumes,,191,,,,,,costume ideas roman  greek costumes ,Home,Decor,-
costume ideas,scary costumes,,4039,,,,,,costume ideas scary costumes ,Home,Decor,-
costume ideas,sports costumes,,509,,,,,,costume ideas sports costumes ,Home,Decor,-
costume ideas,star wars costumes,,366,,,,,,costume ideas star wars costumes ,Home,Decor,-
costume ideas,storybook  fairytale costumes,,4042,,,,,,costume ideas storybook  fairytale costumes ,Home,Decor,-
costume ideas,superhero costumes,,1268,,,,,,costume ideas superhero costumes ,Home,Decor,-
costume ideas,transformers costumes,,56,,,,,,costume ideas transformers costumes ,Home,Decor,-
costume ideas,tv  movie costumes,,7676,,,,,,costume ideas tv  movie costumes ,Home,Decor,-
costume ideas,uniform costumes,,1852,,,,,,costume ideas uniform costumes ,Home,Decor,-
costume ideas,video game costumes,,864,,,,,,costume ideas video game costumes ,Home,Decor,-
costume ideas,viking costumes,,147,,,,,,costume ideas viking costumes ,Home,Decor,-
costume ideas,witch costumes,,919,,,,,,costume ideas witch costumes ,Home,Decor,-
costume ideas,wizard of oz costumes,,394,,,,,,costume ideas wizard of oz costumes ,Home,Decor,-
costume ideas,wolverine costumes,,13,,,,,,costume ideas wolverine costumes ,Home,Decor,-
decorations,animatronics,,198,,,,,,decorations animatronics ,Toys,Decor,-
decorations,christmas decorations,,49,,,,,,decorations christmas decorations ,Toys,Decor,-
decorations,door decorations,,91,,,,,,decorations door decorations ,Toys,Decor,-
decorations,fog machines,,25,,,,,,decorations fog machines ,Toys,Decor,-
decorations,halloween lights,,113,,,,,,decorations halloween lights ,Toys,Decor,-
decorations,halloween props,,676,,,,,,decorations halloween props ,Toys,Decor,-
decorations,indoor decorations,,1062,,,,,,decorations indoor decorations ,Toys,Decor,-
decorations,inflatable decorations,,165,,,,,,decorations inflatable decorations ,Toys,Decor,-
decorations,kid friendly décor,,289,,,,,,decorations kid friendly décor ,Toys,Decor,-
decorations,outdoor decorations,,704,,,,,,decorations outdoor decorations ,Home,Decor,-
decorations,pumpkin décor,,253,,,,,,decorations pumpkin décor ,Toys,Decor,-
decorations,scary decorations,,588,,,,,,decorations scary decorations ,Toys,Decor,-
decorations,skeletons  skulls,,429,,,,,,decorations skeletons  skulls ,Toys,Decor,-
decorations,spiders  spider webs,,100,,,,,,decorations spiders  spider webs ,Toys,Decor,-
exclusive,a league of their own costumes,,36,,,,,,exclusive a league of their own costumes ,Home,Decor,-
exclusive,ace ventura costumes,,18,,,,,,exclusive ace ventura costumes ,Home,Decor,-
exclusive,back to the future costumes,,47,,,,,,exclusive back to the future costumes ,Home,Decor,-
exclusive,beetlejuice costumes,,185,,,,,,exclusive beetlejuice costumes ,Home,Decor,-
exclusive,captain underpants costumes,,13,,,,,,exclusive captain underpants costumes ,Home,Decor,-
exclusive,care bears costumes,,169,,,,,,exclusive care bears costumes ,Home,Decor,-
exclusive,carmen sandiego costumes,,16,,,,,,exclusive carmen sandiego costumes ,Home,Decor,-
exclusive,clueless costumes,,47,,,,,,exclusive clueless costumes ,Home,Decor,-
exclusive,coming to america costumes,,15,,,,,,exclusive coming to america costumes ,Home,Decor,-
exclusive,coraline costumes,,27,,,,,,exclusive coraline costumes ,Home,Decor,-
exclusive,dragon ball z costumes,,48,,,,,,exclusive dragon ball z costumes ,Home,Decor,-
exclusive,et costumes,,7,,,,,,exclusive et costumes ,Home,Decor,-
exclusive,fifth element costumes,,9,,,,,,exclusive fifth element costumes ,Home,Decor,-
exclusive,forrest gump costumes,,22,,,,,,exclusive forrest gump costumes ,Home,Decor,-
exclusive,frida kahlo costumes,,9,,,,,,exclusive frida kahlo costumes ,Home,Decor,-
exclusive,garfield costumes,,19,,,,,,exclusive garfield costumes ,Home,Decor,-
exclusive,ghostbusters costumes,,170,,,,,,exclusive ghostbusters costumes ,Home,Decor,-
exclusive,grease costumes,,106,,,,,,exclusive grease costumes ,Home,Decor,-
exclusive,hocus pocus costumes,,81,,,,,,exclusive hocus pocus costumes ,Home,Decor,-
exclusive,hotel transylvania costumes,,29,,,,,,exclusive hotel transylvania costumes ,Home,Decor,-
exclusive,inspector gadget costumes,,9,,,,,,exclusive inspector gadget costumes ,Home,Decor,-
exclusive,jurassic park costumes,,80,,,,,,exclusive jurassic park costumes ,Home,Decor,-
exclusive,karate kid costumes,,37,,,,,,exclusive karate kid costumes ,Home,Decor,-
exclusive,kiss costumes,,38,,,,,,exclusive kiss costumes ,Home,Decor,-
exclusive,labyrinth costumes,,20,,,,,,exclusive labyrinth costumes ,Home,Decor,-
exclusive,mean girls costumes,,29,,,,,,exclusive mean girls costumes ,Home,Decor,-
exclusive,monsters inc costumes,,42,,,,,,exclusive monsters inc costumes ,Home,Decor,-
exclusive,munsters costumes,,50,,,,,,exclusive munsters costumes ,Home,Decor,-
exclusive,nacho libre costumes,,12,,,,,,exclusive nacho libre costumes ,Home,Decor,-
exclusive,odd squad costumes,,7,,,,,,exclusive odd squad costumes ,Home,Decor,-
exclusive,pete the cat costumes,,15,,,,,,exclusive pete the cat costumes ,Home,Decor,-
exclusive,plants vs zombies costumes,,30,,,,,,exclusive plants vs zombies costumes ,Home,Decor,-
exclusive,princess bride costumes,,37,,,,,,exclusive princess bride costumes ,Home,Decor,-
exclusive,pulp fiction costumes,,24,,,,,,exclusive pulp fiction costumes ,Home,Decor,-
exclusive,raggedy ann costumes,,33,,,,,,exclusive raggedy ann costumes ,Home,Decor,-
exclusive,rainbow brite costumes,,22,,,,,,exclusive rainbow brite costumes ,Home,Decor,-
exclusive,richard simmons costumes,,8,,,,,,exclusive richard simmons costumes ,Home,Decor,-
exclusive,sailor moon costumes,,46,,,,,,exclusive sailor moon costumes ,Home,Decor,-
exclusive,sharkboy  lavagirl costumes,,17,,,,,,exclusive sharkboy  lavagirl costumes ,Home,Decor,-
exclusive,smurfs costumes,,23,,,,,,exclusive smurfs costumes ,Home,Decor,-
exclusive,teletubbies costumes,,26,,,,,,exclusive teletubbies costumes ,Home,Decor,-
exclusive,trolls costumes,,49,,,,,,exclusive trolls costumes ,Home,Decor,-
exclusive,wwe costumes,,82,,,,,,exclusive wwe costumes ,Home,Decor,-
kids costumes,adaptive costumes,,49,,,,,,kids costumes adaptive costumes ,Home,Decor,-
kids costumes,baby costumes,,821,,,,,,kids costumes baby costumes ,Home,Decor,-
kids costumes,boy costumes,,3314,,,,,,kids costumes boy costumes ,Home,Decor,-
kids costumes,girl costumes,,3486,,,,,,kids costumes girl costumes ,Home,Decor,-
kids costumes,teen costumes,,83,,,,,,kids costumes teen costumes ,Home,Decor,-
kids costumes,toddler costumes,,1561,,,,,,kids costumes toddler costumes ,Home,Decor,-
